ID,Street name,City,Lat/Lon,Furniture,Buses
2608,Pl John F Kennedy-Av Tibidabo,BARCELONA,41.4097538 / 2.1368119,,58 
2610,Les Agudes 140,BARCELONA,41.4605288 / 2.1720098,Pal,62 76 N3 83 
2611,Av. Joan XXIII (Davant Martí i Franques),BARCELONA,41.3879170 / 2.1699187,,101 
2612,Av. Francesc Ferrer i Guàrdia (Mèxic-'Morabos'),BARCELONA,41.3879170 / 2.1699187,,100 
2613,Pas Sota Muralla (Pg. Colom-'Pl. Pau Vila'),BARCELONA,41.3822064 / 2.1861157,,100 
2614,Av. Miramar (Abans Pl. Carlos Ibañez),BARCELONA,41.3879170 / 2.1699187,,100 
2615,Av. Estadi (Pl. Neptú),BARCELONA,41.3979537 / 2.1545371,,100 
2616,Pg de Fabra i Puig-Das,BARCELONA,41.4304725 / 2.1704545,Marquesina,71 122 
2617,Les Drassanes,BARCELONA,41.3756984 / 2.1759984,Marquesina,36 57 64 91 157 N0 
2618,Josep Carner-Pl de Les Drassanes,BARCELONA,41.3748408 / 2.1771767,Pal,36 57 64 157 N0 
2619,Ctra de Ribes-Via Favència,BARCELONA,41.4479963 / 2.1896602,Pal,11 
2620,Ctra de Ribes-Tossal,BARCELONA,41.4481607 / 2.1896564,Pal,40 
2622,Camí de l'Església-Rembrandt,BARCELONA,41.3879170 / 2.1699187,Pal,45 102 
2625,Ganduxer-Via Augusta,BARCELONA,41.3985076 / 2.1348774,Pal,70 72 N7 
2626,Pg Joan de Borbó-Barceloneta,BARCELONA,41.3738992 / 2.1881331,Pal,17 39 64 
2627,Lilà-Júpiter,BARCELONA,41.4294083 / 2.1007226,Pal,128 
2628,Lilà-Menta,BARCELONA,41.4295196 / 2.1008873,Pal,128 
2629,Ctra de Vallvidrera-St Cugat,BARCELONA,41.4259084 / 2.1205757,Pal,111 
2630,Tossal-Torras i Bages,BARCELONA,41.4487685 / 2.1907250,Pal,11 40 
2633,Pl Mossen Josep Pedragosa,BARCELONA,41.3799084 / 2.1281183,Pal,43 
2641,Bac de Roda ('Pg. Garcia i Faria'-Pg. Taulat),BARCELONA,41.4055083 / 2.2131941,,99 
2642,Pg. Taulat (Provençals-'Selva de Mar'),BARCELONA,41.3879170 / 2.1699187,,99 
2643,Pg. Taulat ('Pl. Llevant'-Josep Pla),BARCELONA,41.3879170 / 2.1699187,,99 
2644,Selva de Mar ('Pg. Taulat'-Pg. Garcia i Faria),BARCELONA,41.3879170 / 2.1699187,,99 
2645,Pg. Garcia i Faria ('Bac de Roda'-Espronceda),BARCELONA,41.3879170 / 2.1699187,,99 
2648,Av Meridiana-Riera d'Horta,BARCELONA,41.4277076 / 2.1846701,Marquesina,62 96 B22 N3 
2652,Dos de Maig-Còrsega,BARCELONA,41.4106359 / 2.1772828,Pal,35 
2653,Comte d'Urgell-Buenos Aires,BARCELONA,41.3918221 / 2.1456676,Pal,41 
2654,Av República Argentina-Agramunt,BARCELONA,41.4100034 / 2.1459193,Marquesina,22 28 92 N4 
2655,Collserola-Josep Garí,BARCELONA,41.4162896 / 2.1361369,Pal,124 
2656,Vall Park,BARCELONA,41.4248231 / 2.1351917,,119 
2657,Parc del Port Olímpic,BARCELONA,41.3887064 / 2.1987435,Marquesina,36 N6 N8 
2658,Pg Marítim-Ramon Trias Fargas,BARCELONA,41.3851799 / 2.1962166,Pal,71 
2659,Llull-Bac de Roda,BARCELONA,41.4054282 / 2.2080954,Pal,26 36 141 N6 
2662,Segura-Jocs del 92,BARCELONA,41.3632409 / 2.1455190,Pal,125 
2665,Indústria-Freser,BARCELONA,41.4152246 / 2.1818131,Marquesina,117 192 B22 
2666,Rambla de Prim-Pl de Llevant,BARCELONA,41.4126418 / 2.2180634,Pal,141 
2668,Sant Antoni Maria Claret-Pg Maragall,BARCELONA,41.4162006 / 2.1808978,Pal,117 192 B22 
2670,Rambla Volart-Trobador,BARCELONA,41.4160716 / 2.1791200,,117 
2672,Torrent de Cal Notari,BARCELONA,41.44090 / 2.14919,,185 
2674,Mestre Dalmau-Feliu i Codina,BARCELONA,41.4338313 / 2.1617270,,185 
2675,Congrés-Doctor Letamendi,BARCELONA,41.4370040 / 2.1609285,,185 
2676,Congrés-Pg Fabra i Puig,BARCELONA,41.4356459 / 2.1632845,,185 
2677,Pg d'Urrutia-Pg de Fabra i Puig,BARCELONA,41.4365287 / 2.1636268,,185 
2678,Pg Universal-Doctor Letamendi,BARCELONA,41.4376763 / 2.1614850,,185 
2679,Rbla. de Prim - Pl. Llevant,BARCELONA,41.4120421 / 2.2187723,Pal,43 N6 
2680,Llull-Rambla de Prim,BARCELONA,41.4130741 / 2.2182783,Pal,43 B23 
2681,Pg Reina Elisenda-Pere II de Montcada,BARCELONA,41.3982145 / 2.1179451,Pal,22 64 68 75 N7 
2682,Pujades-Marina,BARCELONA,41.3928363 / 2.1886475,Pal,14 41 
2683,Rambla de Prim-Metro La Pau,BARCELONA,41.4228285 / 2.2046459,Pal,33 36 B24 N8 
2684,Pg de Fabra i Puig-Pg d'Urrutia,BARCELONA,41.4355824 / 2.1638688,Pal,71 
2685,Cardenal Reig (Av. St. Ramon Nonat-Pintor Tapiró),BARCELONA,41.3879170 / 2.1699187,Marquesina,15 
2686,Reina Elisenda de Montcada (Parròquia-Mimoses),BARCELONA,41.3879170 / 2.1699187,,101 
2687,Pg. Sant Joan (St. Antoni M. Claret-'Trav. de Gràcia'),BARCELONA,41.4025334 / 2.1597490,,101 
2688,Josep Pla-Pg del Taulat,BARCELONA,41.4089307 / 2.2159143,Pal,41 
2689,Pg del Taulat-Pl de Llevant,BARCELONA,41.4103009 / 2.2183129,Marquesina,41 N7 
2690,Av de Madrid-Lluçà,BARCELONA,41.3807362 / 2.1316184,Pal,54 N3 
2691,Via Nostra-Sra de la Merçé,BARCELONA,41.3587655 / 2.1549384,Marquesina,107 
2692,Via Sant Salvador,BARCELONA,41.3587616 / 2.1571047,Pal,107 
2693,Via Sant Salvador-Via Sant Lluís,BARCELONA,41.3584603 / 2.1551860,Pal,107 
2694,Via Sant Lluís,BARCELONA,41.3580315 / 2.1536820,Pal,107 
2695,Enric Bargés-Numància,BARCELONA,41.3816171 / 2.1402406,Pal,115 
2696,Entença-Gelabert,BARCELONA,41.3874278 / 2.1406975,Marquesina,66 
2698,Espronceda-Bolivia,BARCELONA,41.4089310 / 2.1998591,Marquesina,40 42 71 N8 
2699,Espronceda-Pere IV,BARCELONA,41.4066367 / 2.2028746,Marquesina,71 
2700,Espronceda-Pallars,BARCELONA,41.4055093 / 2.2043731,Marquesina,71 
2701,Palomar-Gran de Sant Andreu,BARCELONA,41.4420016 / 2.1886243,,127 
2703,Pg. Marítim Bogatell (Passat Jaume Vicens i Vives),BARCELONA,41.3879170 / 2.1699187,,99 
2704,Pg de Solé i Pla-Pollancres,BARCELONA,41.4272365 / 2.0888793,Pal,118 
2707,Santuari-Mare de Déu del Pilar,BARCELONA,41.4211890 / 2.1534008,Marquesina,28 92 N4 N5 
2710,Foc-Ferro,BARCELONA,41.3546307 / 2.1377816,Marquesina,72 
2711,Foc-Estany,BARCELONA,41.3553645 / 2.1395792,Marquesina,72 
2712,Foc-Metal·lúrgia,BARCELONA,41.3533009 / 2.1344586,Marquesina,72 125 
2716,Av de l'Exércit-Trias i Giró,BARCELONA,41.3856476 / 2.1111882,Pal,60 
2717,Camp Mnpal de futbol Vallbona,BARCELONA,41.4640368 / 2.1854568,Pal,97 80 83 81 
2718,Pl Primer de Maig,BARCELONA,41.4661762 / 2.1860346,Marquesina,97 80 81 
2719,Av Indústria-Walden 7,BARCELONA,41.3802177 / 2.0667622,Pal,97 
2720,Zona Universitària,BARCELONA,41.3844345 / 2.1116696,,113 
2721,Àvila-Almogàvers,BARCELONA,41.3985182 / 2.1917991,Pal,92 
2723,Badajoz-Llull,BARCELONA,41.3976403 / 2.1969078,Pal,92 
2724,Larrard-Mare de Dèu de la Salut,BARCELONA,41.4109942 / 2.1557106,Pal,116 
2725,Coll i Alentorn-Basses d'Horta,BARCELONA,41.4244232 / 2.1432946,Pal,17 185 
2728,Pl Karl Marx-Ronda Guineueta Vella,BARCELONA,41.4405646 / 2.1632590,Pal,27 
2729,Badajoz-Av Diagonal,BARCELONA,41.3973355 / 2.1971935,Pal,92 
2730,Àvila-Pujades,BARCELONA,41.3966774 / 2.1957143,Pal,92 
2731,Àvila-Ramon Turró,BARCELONA,41.3879170 / 2.1699187,Pal,92 
2732,Av Diagonal-Pl de les Glòries Catalanes,BARCELONA,41.4041404 / 2.1893657,Pal,92 192 
2733,Hospital de Sant Pau,BARCELONA,41.4120009 / 2.1744849,Pal,192 
2734,Sant Quintí-Hospital de St Pau,BARCELONA,41.4151827 / 2.1758043,Pal,192 B22 
2735,Sant Quintí-Sant Antoni Maria Claret,BARCELONA,41.4139341 / 2.1774559,Pal,192 B22 
2736,Navas de Tolosa-Indústria,BARCELONA,41.4160093 / 2.1858995,Pal,192 B22 
2737,Navas de Tolosa-Av Meridiana,BARCELONA,41.4147524 / 2.1875749,,192 
2738,Navas de Tolosa-Clot,BARCELONA,41.4134321 / 2.1893412,,192 
2740,Bilbao-Pere IV,BARCELONA,41.4052587 / 2.2002310,,192 
2742,Av Meridiana-Clot,BARCELONA,41.4089890 / 2.1870830,,192 
2743,Clot-Aragó,BARCELONA,41.4120156 / 2.1899619,,192 
2744,Muntanya-Mallorca,BARCELONA,41.4118235 / 2.1853957,,192 
2745,Muntanya-Coll i Vehi,BARCELONA,41.4130350 / 2.1826628,,192 
2746,Sant Antoni Maria Claret-Dos de Maig,BARCELONA,41.4123733 / 2.1757877,Pal,92 192 B22 
2747,Fundació Puigvert,BARCELONA,41.4127115 / 2.1724924,Pal,192 
2748,Mas Casanovas-Cartagena,BARCELONA,41.4137589 / 2.1716218,Pal,192 
2749,Cementiri de l'Est,BARCELONA,41.3948580 / 2.2011890,Pal,14 
2750,St Ramon de Penyafort-Av Manuel Fernández Marquez,BARCELONA,41.4150936 / 2.2198230,Marquesina,43 141 
2751,Bilbao-Av Diagonal,BARCELONA,41.4056687 / 2.1996858,Pal,40 42 B25 N11 N8 
2752,CEIP Merçé Rodoreda,BARCELONA,41.4459892 / 2.1865054,Pal,132 
2753,Av Rio de Janeiro-Tissó,BARCELONA,41.4419147 / 2.1846486,Marquesina,132 
2754,Pg de la Peira-Montmajor,BARCELONA,41.4318523 / 2.1699376,Pal,122 
2756,Creu Coberta ('Hostafrancs de Sió'-Sant Roc),BARCELONA,41.4354397 / 2.2279728,,100 
2757,Badajoz ('Carmen Amaya'-Av. Icària),BARCELONA,41.3556474 / 2.1172124,,99 100 
2758,Ronda Guinardó-Segle XX,BARCELONA,41.4226774 / 2.1774396,,117 
2759,Oblit-Doctor Valls,BARCELONA,41.4202460 / 2.1788702,,117 
2760,Oblit-direcció Dos de Maig,BARCELONA,41.4189174 / 2.1770218,,117 
2772,Bilbao-Pujades,BARCELONA,41.4035766 / 2.2025193,,192 
2773,Mare de Déu del Coll-Lorda,BARCELONA,41.4210472 / 2.1495591,,119 
2774,Gran Via-Pl de les Glòries,BARCELONA,41.4055369 / 2.1893903,,192 
2775,Pl Espanya,BARCELONA,41.3879170 / 2.1699187,Pal,23 
2776,Trav de Dalt-Riera de Can Toda,BARCELONA,41.4124350 / 2.1592607,Pal,24 31 32 74 N0 
2777,Trav de Dalt-Larrard,BARCELONA,41.4108575 / 2.1567505,Pal,24 31 32 74 N0 
2778,Maurici Vilomara-Montserrat Casanovas,BARCELONA,41.4232490 / 2.1628534,,117 
2779,Maurici Vilomara-Doctor Coll,BARCELONA,41.4228250 / 2.1639145,,117 
2780,Maurici Vilomara-Penyal,BARCELONA,41.4219982 / 2.1642013,,117 
2781,Penyal-Pl Font d'en Fargas,BARCELONA,41.4223556 / 2.1636740,,117 
2782,Penyal-Doctor Bové,BARCELONA,41.4215110 / 2.1636308,,117 
2783,Penyal-Font de la Mulassa,BARCELONA,41.4217502 / 2.1636254,,117 
2784,Penyal,BARCELONA,41.4223050 / 2.1635996,,117 
2785,Pl de la Font d'en Fargas,BARCELONA,41.4244320 / 2.1654581,,117 
2786,Maurici-Vilomara,BARCELONA,41.4228098 / 2.1641034,,117 
2787,Pg Font d'en Fargas-Pintor Pradilla,BARCELONA,41.4233781 / 2.1653296,,117 
2789,Dr Letamendi-Canigó,BARCELONA,41.4354826 / 2.1599459,,185 
2790,Eduard Todà-Rectoria,BARCELONA,41.4338310 / 2.1599399,,185 
2791,Concepció Arenal-Olesa,BARCELONA,41.4220376 / 2.1838919,Marquesina,20 
2792,Mercat Mare de Déu de Montserrat,BARCELONA,41.4462546 / 2.1791026,,127 81 
2793,Pla de Fornells-Jaume Pinent,BARCELONA,41.4464315 / 2.1767173,,127 81 
2794,Romaní-Les Torres,BARCELONA,41.4466108 / 2.1751938,,127 
2798,Rodrigo Caro-Artesania,BARCELONA,41.4471309 / 2.1714859,,127 
2799,Quarter de Simancas-Almansa,BARCELONA,41.4454224 / 2.1733335,,127 
2800,Av República Argentina-Viaducte,BARCELONA,41.4114374 / 2.1445563,Marquesina,22 28 92 N4 
2807,Gran Via-Rambla del Poblenou,BARCELONA,41.4073136 / 2.1924752,Pal,56 60 B21 N2 
2808,Zona Franca-Carrer número 4,BARCELONA,41.3313308 / 2.1285054,Pal,21 
2809,Carrer número 4,BARCELONA,41.3327122 / 2.1242975,Pal,21 
2810,Zona Franca-Mercabarna,BARCELONA,41.3334684 / 2.1224076,Pal,21 
2811,Carrer número 4-Carrer número 50,BARCELONA,41.3350301 / 2.1179541,Pal,21 
2812,Carrer K-Carrer número 40,BARCELONA,41.3318571 / 2.1111021,Pal,21 
2813,Carrer K-Carrer número 6,BARCELONA,41.3288993 / 2.1119528,Pal,21 
2827,Mercabarna-Entrada 'El Prat',BARCELONA,41.3287200 / 2.1123390,Pal,21 
2828,Carrer K,BARCELONA,41.3318256 / 2.1112871,Pal,21 
2829,Av Paral·lel-Fontrodona,BARCELONA,41.3748947 / 2.1690150,Pal,21 
2831,Concepció Arenal-Juan de Garay,BARCELONA,41.4205985 / 2.1838854,Pal,20 
2832,Juan de Garay-Navas de Tolosa,BARCELONA,41.4185906 / 2.1818260,Marquesina,20 
2833,Pg de Gràcia-Ronda de Sant Pere,BARCELONA,41.3888342 / 2.1691588,Marquesina,47 N2 N3 
2834,Almogàvers-Joan d'Austria,BARCELONA,41.3961818 / 2.1886462,Pal,06 40 42 141 B25 N11 
2835,Moianés-Cuyàs,BARCELONA,41.3712960 / 2.1423814,,91 115 
2836,Magoria,BARCELONA,41.3696854 / 2.1417395,Pal,91 115 N13 
2837,Mossen Amadeu Oller-Gran Via,BARCELONA,41.3683821 / 2.1389230,Pal,91 115 
2838,Metro Penitens,BARCELONA,41.4175862 / 2.1403874,Pal,123 
2840,Esteve Terradas-Josep Jover,BARCELONA,41.3879170 / 2.1699187,Pal,129 
2841,Gustavo Becquer-Av de Vallcarca,BARCELONA,41.4158111 / 2.1426487,Pal,129 
2842,Baró de la Barre-Gustavo Becquer,BARCELONA,41.4144099 / 2.1444285,Pal,129 
2843,Tirso-Mora la Nova,BARCELONA,41.4190647 / 2.1509525,"Marquesina, Pal, Pla",129 87 
2844,Tirso-Pl Laguna Lanau,BARCELONA,41.4180201 / 2.1502063,"Pal, Plataforma",129 87 
2845,Aldea-Font del Remei,BARCELONA,41.4185605 / 2.1500304,Pal,129 
2846,Duran i Borrell-Baixada de Sant Marià,BARCELONA,41.4180815 / 2.1493526,Pal,129 
2847,Torrent del Remei-Riu de la Plata,BARCELONA,41.4159666 / 2.1482969,Pal,129 
2848,Sant Eudald-Mora d'Ebre,BARCELONA,41.4148383 / 2.1472083,Pal,129 
2849,Sant Eudald-Pl Mons,BARCELONA,41.4136983 / 2.1453103,Pal,129 
2850,Cardedeu-Pg Mare de Déu del Coll,BARCELONA,41.4153371 / 2.1452942,Pal,129 
2851,Montornés-Cardedeu,BARCELONA,41.4167417 / 2.1441163,Pal,129 
2852,Montornés-Capellades,BARCELONA,41.4179579 / 2.1426477,Pal,129 
2853,Av. Jordà (Pg. Vall d´Hebron-'Judea'),BARCELONA,41.3879170 / 2.1699187,Pal,19 76 
2854,Capellades-Montornés,BARCELONA,41.4182707 / 2.1419167,Pal,129 
2855,Gaspar Cassadó-Can Caralleu,BARCELONA,41.4006486 / 2.1133193,Pal,130 
2856,Esports-Ronda de Dalt,BARCELONA,41.4008989 / 2.1122130,,130 
2857,Esports-Major de Can Caralleu,BARCELONA,41.4017664 / 2.1111593,Pal,66 130 
2858,Major de Can Caralleu-Ptge Blada,BARCELONA,41.4022158 / 2.1103274,Pal,130 
2859,CEIP Costa i Llobera,BARCELONA,41.4021249 / 2.1086703,,130 
2861,Pins de Can Caralleu-Lliçà,BARCELONA,41.4031980 / 2.1085142,Pal,130 
2862,Pins de Can Caralleu,BARCELONA,41.4038874 / 2.1086070,Pal,130 
2863,Pl de Mossen Miquel Vall i Mundó,BARCELONA,41.4031945 / 2.1098045,Pal,130 
2864,Torrent de Can Caralleu-Major de Can Caralleu,BARCELONA,41.4020224 / 2.1115299,Pal,130 
2866,Ramon Miquel Planas-Duquesa d'Orleans,BARCELONA,41.3999169 / 2.1181672,Pal,130 
2869,Pedró de la Creu-Gresolet,BARCELONA,41.3976519 / 2.1220143,Pal,130 
2870,Av J V Foix-Mendel,BARCELONA,41.3972197 / 2.1202180,Pal,130 
2872,Saragossa-Ronda General Mitre,BARCELONA,41.4057219 / 2.1437398,Pal,131 
2873,Bertran-Pl Figuerola,BARCELONA,41.40485 / 2.14026,Pal,131 
2874,Bertran-Castanyer,BARCELONA,41.3879170 / 2.1699187,Pal,131 
2875,Bertran-Solanes,BARCELONA,41.4102119 / 2.1401211,Pal,131 
2876,Lucà-Craywinkel,BARCELONA,41.4110890 / 2.1389484,Pal,131 
2877,Pg Sant Gervasi-Lleó XIII,BARCELONA,41.4107970 / 2.1379299,Pal,131 N5 
2878,Craywinckel-Hurtado,BARCELONA,41.4117889 / 2.1389627,Pal,17 22 123 124 131 N4 N5 
2879,Hurtado-Espinoi,BARCELONA,41.4106850 / 2.1407501,Pal,131 
2880,Marmellà-Hurtado,BARCELONA,41.4098907 / 2.1413529,Pal,131 
2881,Solanes-Bertran,BARCELONA,41.4102119 / 2.1401211,Pal,131 
2882,Caire-República Argentina,BARCELONA,41.4114872 / 2.1410836,Pal,131 
2883,Portolà-Ferran Puig,BARCELONA,41.4108146 / 2.1428505,Pal,131 
2884,Ferran Puig-Turó del Putget,BARCELONA,41.4100940 / 2.1440111,Pal,131 
2885,Ferran Puig-Agramunt,BARCELONA,41.4089684 / 2.1452022,Pal,131 
2886,Ballester-Ferran Puig,BARCELONA,41.4075004 / 2.1465171,Pal,131 
2887,Osona-Homer,BARCELONA,41.4079747 / 2.1447537,Pal,131 
2888,Putget-Cadis,BARCELONA,41.4064938 / 2.1440081,Marquesina,131 
2889,Roc Boronat-Ptge Mas de Roda,BARCELONA,41.3979161 / 2.2009724,Pal,06 N6 N8 
2890,Pg Vall d'Hebron-Trueba,BARCELONA,41.4234555 / 2.1418392,Marquesina,17 
2891,Av. Martí Codolar ('Av. Coll i Alentorn'-Granja Vella),BARCELONA,41.3879170 / 2.1699187,Pal,17 
2892,Av Tibidabo-La 'Rotonda',BARCELONA,41.4109708 / 2.1366478,Pal,196 
2893,Av Tibidabo-Jardins de la Tamarita,BARCELONA,41.4107754 / 2.1365844,Marquesina,196 
2895,Carles Riba-Josep Maria Lledó,BARCELONA,41.4117008 / 2.1237104,Pal,196 
2896,Palamós-Garbí,BARCELONA,41.4525684 / 2.1874841,Pal,50 127 80 81 
2897,Jaume Vicens i Vives - Av Icària,BARCELONA,41.3943522 / 2.2012470,Marquesina,26 
2898,Llull-Selva de Mar,BARCELONA,41.4083675 / 2.2119732,Marquesina,26 
2899,Josep Pla-Pallars,BARCELONA,41.4112636 / 2.2127885,Marquesina,26 
2900,Josep Pla-Venezuela,BARCELONA,41.4133130 / 2.2100733,Marquesina,26 
2902,Josep Pla-Perú,BARCELONA,41.4163698 / 2.2061118,Marquesina,26 
2903,Selva de Mar-Bolívia,BARCELONA,41.3879170 / 2.1699187,Pal,26 
2904,Selva de Mar-Marroc,BARCELONA,41.4119155 / 2.2049628,Marquesina,26 
2905,Selva de Mar-Venezuela,BARCELONA,41.4097647 / 2.2078134,Pal,26 
2906,Selva de Mar-Llull,BARCELONA,41.4081690 / 2.2098350,Marquesina,26 
2907,Pg del Taulat-Bac de Roda,BARCELONA,41.4027853 / 2.2097144,Marquesina,26 
2908,Taulat-Bilbao,BARCELONA,41.4006832 / 2.2071046,Pal,26 
2909,Taulat-Rambla del Poblenou,BARCELONA,41.3979088 / 2.2036944,Pal,26 
2910,Taulat-Ciutat de Granada,BARCELONA,41.3962525 / 2.2017179,Pal,26 
2912,Judea-Av Jordà,BARCELONA,41.4250798 / 2.1408347,Pal,112 
2913,Av Rio de Janeiro-Pintor Alsamora,BARCELONA,41.4355715 / 2.1801060,Marquesina,36 
2914,Pg Andreu Nin-Av Rio de Janeiro,BARCELONA,41.4325412 / 2.1809296,Marquesina,36 132 
2915,Vèlia-Pg de Fabra i Puig,BARCELONA,41.4299251 / 2.1807460,Marquesina,26 36 
2916,Rambla de Badal-Constitució,BARCELONA,41.3682899 / 2.1330118,Marquesina,115 
2917,Cantàbria-Andrade,BARCELONA,41.4174375 / 2.2044147,Pal,26 40 
2918,Herois del Bruc-Ardena,BARCELONA,41.3888445 / 2.1054171,,113 
2919,Ardena-Eduard Toldrà,BARCELONA,41.3891577 / 2.1059442,,113 
2920,Francesc Cambó-Gral Alvarez de Castro,BARCELONA,41.3863949 / 2.1779290,Pal,120 
2921,St Pere Més baix-Jaume Giralt,BARCELONA,41.3877838 / 2.1780799,Pal,120 
2922,Pl de St Pere,BARCELONA,41.3890286 / 2.1794688,Pal,120 
2923,Placeta del Comerç,BARCELONA,41.3898306 / 2.1809543,Pal,120 
2924,Comerç-Pg Pujades,BARCELONA,41.3885666 / 2.1814129,Pal,120 
2925,Pl Pons Clerch,BARCELONA,41.3865378 / 2.1818912,Pal,120 
2926,Princesa-Montcada,BARCELONA,41.3853004 / 2.1803279,Pal,120 
2927,Ample-Fusteria,BARCELONA,41.3812971 / 2.1806034,Pal,120 
2928,Pl de la Merçé,BARCELONA,41.3790507 / 2.1791481,Pal,120 
2929,Pl del Duc de Medinaceli,BARCELONA,41.3784942 / 2.1790879,Pal,120 
2930,Torres i Amat-Ptge St Bernat,BARCELONA,41.3844588 / 2.1647071,Pal,120 
2933,Ronda de Dalt-Cister,BARCELONA,41.4132623 / 2.1304991,Pal,60 196 
2946,Espronceda-Rambla de Guipuscoa,BARCELONA,41.4141910 / 2.1928695,Marquesina,71 
2947,Espronceda-Concili de Trento,BARCELONA,41.4124639 / 2.1950441,Marquesina,71 
2948,Espronceda-Gran Via,BARCELONA,41.4104049 / 2.1977793,Pal,40 42 71 N8 
2949,Gran Via núm 1092,BARCELONA,41.4157837 / 2.2041983,,40 42 56 60 B21 N2 
2950,Beret-Teide,BARCELONA,41.4321823 / 2.1677032,Pal,122 
2951,Cadí-Teide,BARCELONA,41.4312989 / 2.1686271,Pal,122 
2952,Constitució-Jocs Florals,BARCELONA,41.3699113 / 2.1366601,Pal,115 
2953,Capella de Can Caralleu-Saüc,BARCELONA,41.4023647 / 2.1074041,Pal,130 
2954,Camí de Lliçà,BARCELONA,41.4024042 / 2.1067188,Pal,130 
2973,Pl del Doctor Andreu,BARCELONA,41.4161394 / 2.1313736,Pal,196 
2974,Tanatori de la Vall d'Hebron,BARCELONA,41.4405187 / 2.1548372,Pal,45 102 
2976,Fastenrath-Arenys,BARCELONA,41.4219116 / 2.1429318,,119 
2977,Llobera,BARCELONA,41.44991 / 2.17646,Pal,127 
2978,Rodrigo Caro-Llobera,BARCELONA,41.4491930 / 2.1745632,,127 
2979,Rodrigo Caro-Fornells,BARCELONA,41.4485299 / 2.1737988,,127 
2980,Rodrigo Caro-Ojeda,BARCELONA,41.4477739 / 2.1732110,,127 
2981,Garrotxa-Teodor Llorente,BARCELONA,41.4193858 / 2.1799507,,117 
2982,Collblanc (Ptge. Xile-Cardenal Reig),BARCELONA,41.3879170 / 2.1699187,Pal,57 157 158 
2983,Bac de Roda-Pere IV,BARCELONA,41.4091974 / 2.2019813,Marquesina,40 42 N8 
2984,Cardenal Reig-Pisuerga,BARCELONA,41.3768871 / 2.1142720,Pal,57 157 158 
2985,Aiguablava-Tamariu,BARCELONA,41.4501792 / 2.1842083,Pal,50 51 76 127 80 81 
2986,Pere IV-Av Diagonal,BARCELONA,41.4059980 / 2.2003965,Marquesina,40 42 B25 N11 N8 
2987,Fastenrath-Llobregós,BARCELONA,41.4216776 / 2.1515332,,119 
2988,Mare de Déu de Port-Rda Litoral,BARCELONA,41.3518192 / 2.1557085,Pal,21 
2989,Mare de Déu de Port-Cantunis,BARCELONA,41.3518730 / 2.1558666,,21 107 
2992,Pl Pius XII-Av Pedralbes,BARCELONA,41.3878374 / 2.1225546,,113 
2993,Av Diagonal-Roger de Flor,BARCELONA,41.3993578 / 2.1710158,Marquesina,33 34 
2999,Foc-Sot del Migdia,BARCELONA,41.3600116 / 2.1504590,,125 
3000,Palau Sant Jordi,BARCELONA,41.3623610 / 2.1532400,,125 
3002,Pedrera del Mussol-Marbre,BARCELONA,41.3615496 / 2.1478445,,13 125 
3003,Pl del Mig de Can Clos,BARCELONA,41.3615409 / 2.1466167,,125 
3004,Pg del Pi Forcat-Pg del Grèvol,BARCELONA,41.4226310 / 2.0872895,,118 
3005,Pg del Grèvol,BARCELONA,41.4214355 / 2.0860791,,118 
3006,Pg del Grèvol-Camí de Can Castellví,BARCELONA,41.4201390 / 2.0849908,,118 
3007,Pg del Grèvol-Pg del Pi Forcat,BARCELONA,41.4217677 / 2.0869833,,118 
3008,CAP Les Hortes,BARCELONA,41.3718261 / 2.1668236,Marquesina,121 
3009,CAP Vallvidrera,BARCELONA,41.4140337 / 2.1039478,,128 
3010,Centre Cívic Vallvidrera,BARCELONA,41.4152593 / 2.1026637,,128 
3011,CEIP Naví,BARCELONA,41.4168300 / 2.1012713,,128 
3012,Reis Católics-Llicorella,BARCELONA,41.4150477 / 2.1028123,,128 
3013,Mercat de Vallvidrera,BARCELONA,41.4141123 / 2.1037307,,128 
3015,Pg de Torras i Bages-Tossal,BARCELONA,41.4483978 / 2.1905042,Pal,126 
3016,Peníscola-Pare Manjón,BARCELONA,41.4532188 / 2.1899716,Pal,126 
3017,Turó de La Trinitat-Ausona,BARCELONA,41.4529247 / 2.1914477,Pal,126 127 
3018,Turó de La Trinitat-Foradada,BARCELONA,41.4511687 / 2.1907310,Pal,126 
3019,Turó de La Trinitat-Madriguera,BARCELONA,41.4499518 / 2.1901904,Pal,126 127 
3020,Montagut-Vila seca,BARCELONA,41.4341044 / 2.1682820,,122 
3021,Espinagua-Darnius,BARCELONA,41.4351957 / 2.1662849,,122 
3023,Ciutat de la Justícia,BARCELONA,41.3638514 / 2.1338717,Marquesina,46 65 L70 L72 L80 L81 L86 L87 L94 L95 N15 N16 N17 
3025,Mireia-Finestrelles,BARCELONA,41.4511797 / 2.1894290,,127 
3026,Mireia-Ausona,BARCELONA,41.4523762 / 2.1895828,,127 
3027,Comissaria Mossos d'Esquadra,BARCELONA,41.4012787 / 2.1890540,Marquesina,B16 B19 B20 
3029,Pg de l'Escullera-Moll de Llevant,BARCELONA,41.3683579 / 2.1878235,,17 
3030,Pg de l'Escullera,BARCELONA,41.3691902 / 2.1879791,,39 
3031,Pg de l'Escullera-Pg Joan de Borbó,BARCELONA,41.3691647 / 2.1875772,,64 
3032,Ronda St Pere-Pg de Gràcia,BARCELONA,41.3884249 / 2.1709621,,66 
