ID,Street name,City,Lat/Lon,Furniture,Buses
105,Rambla de Guipúscoa-Espronceda,BARCELONA,41.4139539 / 2.1941556,Pal,33 43 44 B24 
106,Rambla de Guipúscoa-Bac de Roda,BARCELONA,41.4150890 / 2.1950902,Pal,33 43 44 B24 N8 
108,Pl Espanya-Ctra de la Bordeta,BARCELONA,41.3745189 / 2.1481510,Marquesina,09 37 46 65 79 91 109 165 L70 L72 L94 L95 N1 N13 N15 N16 N17 CJ 
109,Numància-Marquès de Sentmenat,BARCELONA,41.3846483 / 2.1374901,Marquesina,15 30 43 59 66 78 N0 
110,Equador-Josep Tarradellas,BARCELONA,41.3846365 / 2.1418944,Pal,30 43 78 
118,Bolívar-Ballester,BARCELONA,41.4093027 / 2.1477366,Pal,22 28 92 N4 
119,Av de Vallcarca-Pl Lesseps,BARCELONA,41.4085459 / 2.1491321,Pal,27 87 
120,Av Príncep d'Astúries-Rambla del Prat,BARCELONA,41.4015672 / 2.1512632,Pal,27 31 32 92 
121,Còrsega-Bailèn,BARCELONA,41.4013539 / 2.1656233,Pal,20 45 47 N6 
122,Pl Mossèn Jacint Verdaguer,BARCELONA,41.3989229 / 2.1686439,Pal,06 15 33 34 
123,Arc de Triomf,BARCELONA,41.3924565 / 2.1813072,Marquesina,19 39 40 41 42 55 141 B25 N11 N4 
125,Gran Via-Girona,BARCELONA,41.3937792 / 2.1742228,Marquesina,07 50 54 56 62 B21 N1 N11 N2 N3 N9 
126,Mercat de la Concepció,BARCELONA,41.3970328 / 2.1691400,Marquesina,43 44 B20 B24 N7 
127,Segre-Pl de Can Fabra,BARCELONA,41.4346142 / 2.1921215,Pal,73 
128,Segre-Pl Orfila,BARCELONA,41.4357914 / 2.1915007,Marquesina,73 126 
129,Av de Vallcarca-Ballester,BARCELONA,41.4096670 / 2.1476548,Pal,27 
130,Pg de Lluís Companys-Parc de la Ciutadella,BARCELONA,41.3895433 / 2.1835618,Pal,39 41 51 
131,Ganduxer-Jardins del Doctor Roig,BARCELONA,41.4043200 / 2.1304423,Pal,14 70 72 
133,Via Augusta-Pau Alcover,BARCELONA,41.3984728 / 2.1259674,Pal,30 66 68 N7 
134,Via Augusta-Hort de la Vila,BARCELONA,41.3999847 / 2.1240716,Pal,30 66 68 N7 
135,Via Augusta-Pg de la Bonanova,BARCELONA,41.4009798 / 2.1223244,Marquesina,30 66 130 N8 
136,Josep Tarradellas-Av de Sarrià,BARCELONA,41.3909999 / 2.1440865,Pal,27 32 59 
137,Floridablanca-Viladomat,BARCELONA,41.3790555 / 2.1593167,Pal,13 41 55 91 141 
138,València-Av Roma,BARCELONA,41.3851407 / 2.1533612,Marquesina,43 44 
139,Mallorca-Comte d'Urgell,BARCELONA,41.3861330 / 2.1522202,Marquesina,43 44 
140,Av Paral·lel-Ronda Sant Pau,BARCELONA,41.3750632 / 2.1671261,Marquesina,57 121 157 N0 
141,Tamarit-Viladomat,BARCELONA,41.3783807 / 2.1604838000000655,Pal,24 41 55 91 141 
142,Av J V Foix,BARCELONA,41.3964407 / 2.1200891,Pal,34 130 
143,Pujades-Lope de Vega,BARCELONA,41.4038800 / 2.2034754,Marquesina,36 71 141 N6 
146,Rosselló-Av Diagonal,BARCELONA,41.3981167 / 2.1637780,Marquesina,20 39 45 47 N6 
147,Av Diagonal-Bruc,BARCELONA,41.3982382 / 2.1658798,Pal,06 15 33 34 
148,Ronda Sant Pere-Girona,BARCELONA,41.3902906 / 2.1759958,Marquesina,19 39 40 41 42 55 141 N4 
149,Gran Via-Roger de Llúria,BARCELONA,41.3919120 / 2.1717090,Marquesina,07 50 54 56 62 B21 N1 N11 N2 N3 N9 
150,Ortigosa-Trafalgar,BARCELONA,41.3889429 / 2.1759362,Pal,19 40 
154,Pg de Valldaura-Pont del Dragó,BARCELONA,41.4394427 / 2.1837668,Marquesina,73 B16 B19 
156,Espronceda-Pl Islàndia,BARCELONA,41.4176473 / 2.1882772,Pal,71 
158,Caracas-Tucumán,BARCELONA,41.4460008 / 2.2021882,Marquesina,73 N8 
159,Caracas-Potosí,BARCELONA,41.4436187 / 2.2028413,Pal,11 42 60 73 N8 
160,Badal (Casteràs-Canalejas),BARCELONA,41.37509 / 2.13049,Pal,70 
161,Badal (Sants-Casteras),BARCELONA,41.3741711 / 2.1298821,Pal,70 
162,Sagrera-Múrcia,BARCELONA,41.4176933 / 2.1915211,Pal,34 35 B20 N9 
164,Santa Rosalia-Besòs,BARCELONA,41.4217311 / 2.1467124,Pal,19 119 N4 
165,València-Villarroel,BARCELONA,41.3868731 / 2.1556418,Marquesina,20 37 43 44 63 N7 
166,Mallorca-Mercat del Ninot,BARCELONA,41.3886433 / 2.1555483,Marquesina,20 43 44 N7 
167,Gran Via-Casanova,BARCELONA,41.3845188 / 2.1613296,Pal,09 14 50 56 59 N1 N12 N13 N14 N15 N16 N17 N2 
168,Av Diagonal-Villarroel,BARCELONA,41.3931840 / 2.1464831,Pal,06 07 15 33 34 
169,Provença-Casanova,BARCELONA,41.3894183 / 2.1543234,Pal,31 37 
171,París-Casanova,BARCELONA,41.3910829 / 2.1499622,Marquesina,54 66 67 68 N3 
172,Av de Pedralbes-Bosch i Gimpera,BARCELONA,41.3922421 / 2.1163705,Pal,63 78 
173,Villarroel-Aragó,BARCELONA,41.3853333 / 2.1565852,Marquesina,14 20 37 59 N12 
174,Pau Claris-Aragó,BARCELONA,41.392954 / 2.1668051000000332,Marquesina,39 45 B20 B24 N7 
175,Balmes-Aragó,BARCELONA,41.3894016 / 2.1624577,Pal,07 16 17 63 67 68 N5 N7 
176,Rocafort-Aragó,BARCELONA,41.3810878 / 2.1509209,Pal,41 
177,Muntaner-Aragó,BARCELONA,41.3867947 / 2.1590629,Marquesina,54 58 64 66 N3 N8 
178,Bruc-Aragó,BARCELONA,41.3946814 / 2.1690397,Pal,47 
179,Sants-Gayarre,BARCELONA,41.3752988 / 2.1396961,Marquesina,56 57 157 N14 N2 
180,Creu Coberta-Pl Espanya,BARCELONA,41.3752642 / 2.1475710,Marquesina,30 56 57 157 N14 N2 
181,Creu Coberta-Torre Damians,BARCELONA,41.3753232 / 2.1445972,Marquesina,30 56 57 157 N14 N2 
182,Pg de Gràcia-Consell de Cent,BARCELONA,41.3916566 / 2.1654636,Marquesina,22 24 28 N4 N6 
183,Gran Via-Ronda del Mig,BARCELONA,41.3658234 / 2.1364796,Marquesina,09 46 65 79 109 L70 L72 L80 L81 L86 L87 L94 L95 N1 N15 N16 N17 
187,Escorial-Clínica Nostra Senyora del Remei,BARCELONA,41.4098457 / 2.1590645,Marquesina,39 116 N6 
189,Via Favència-Trinitat Nova,BARCELONA,41.4468661 / 2.184246900000062,Pal,60 
191,Bac de Roda-Cristòbal de Moura,BARCELONA,41.4081942 / 2.2033022,Pal,71 
193,Rambla de Prim-Marroc,BARCELONA,41.4164371 / 2.2120915,Pal,36 43 B23 
195,Can Caralleu,BARCELONA,41.4019682 / 2.1117246,Marquesina,66 N8 
196,General Vives-Pg de Santa Eulàlia,BARCELONA,41.4034277 / 2.1162824,Pal,60 
198,Camí de Can Caralleu-Ronda de Dalt,BARCELONA,41.4018782 / 2.1143969,Pal,60 66 130 N8 
199,Pg. Zona Franca (Foc-Cisell),BARCELONA,41.3544218 / 2.1429643,Pal,09 
200,Pg de la Zona Franca-Motors,BARCELONA,41.3517368 / 2.1453735,Marquesina (x2),37 109 N1 
202,Via Augusta-Calvet,BARCELONA,41.3977618 / 2.1391284,Pal,14 68 N7 
204,Floridablanca-Rocafort,BARCELONA,41.3772572 / 2.1569350,Pal,13 41 55 91 141 
205,Calàbria-Floridablanca,BARCELONA,41.3782508 / 2.1571166,Pal,41 
206,Gran Via-Calàbria,BARCELONA,41.3803242 / 2.1557761,Pal,09 50 56 N1 N13 N14 N15 N16 N17 N2 
207,Mallorca-Viladomat,BARCELONA,41.3845387 / 2.1500922,Marquesina,43 44 
208,París-Calàbria,BARCELONA,41.3870269 / 2.1445330,Marquesina,54 66 N3 
209,Av Paral·lel-Viladomat,BARCELONA,41.3751034 / 2.1625753,Marquesina,57 61 121 157 N0 
210,Manso-Viladomat,BARCELONA,41.3766391 / 2.1604279,Marquesina,37 121 
211,Vía Laietana-Metro Urquinaona,BARCELONA,41.3876113 / 2.1738715,Pal,17 19 40 45 N8 
212,Indústria-IES Sant Josep de Calasanç,BARCELONA,41.4141511 / 2.1804187,Pal,19 20 45 47 50 51 117 192 B22 N1 N4 
213,Pg de Sant Joan-Còrsega,BARCELONA,41.4015457 / 2.1671954,Pal,15 20 39 45 47 55 N4 N6 
214,Casanova-Hospital Clínic,BARCELONA,41.3904811 / 2.1526051,Pal,14 59 63 N7 
215,Viladomat (París-Còrcega),BARCELONA,41.3879170 / 2.1699187,Pal,41 
216,Padilla-Rosselló,BARCELONA,41.4073256 / 2.1751186,Marquesina,10 19 N1 
217,Josep Tarradellas-Rosselló,BARCELONA,41.3829300 / 2.1427352,Pal,27 30 32 43 78 
218,Torrent de l'Olla-Penedès,BARCELONA,41.4009567 / 2.1587609,Pal,39 
219,Torrent de l'Olla-Còrsega,BARCELONA,41.3987297 / 2.1610290,Pal,39 
220,Independència-Freser,BARCELONA,41.4108505 / 2.1795364,Pal,35 50 51 92 
221,Balmes-París,BARCELONA,41.3945647 / 2.1556569,Marquesina,07 16 17 31 N5 
222,Aribau-Còrsega,BARCELONA,41.3922345 / 2.1544265,Marquesina,31 58 64 N8 
224,Dos de Maig-Indústria,BARCELONA,41.4108719 / 2.1769721,Marquesina,117 
226,Pau Claris-Gran Via,BARCELONA,41.3901935 / 2.1703872,Marquesina,22 28 39 45 66 N1 N2 N3 N7 
227,Marina-Ausiàs Marc,BARCELONA,41.3976936 / 2.1833578,Pal,06 10 
228,Bruc-Gran Via,BARCELONA,41.3918517 / 2.1727956,Marquesina,47 62 B21 
229,Pg de Sant Joan-Pl Tetuan,BARCELONA,41.3942863 / 2.1759152,Marquesina,19 51 55 N4 
230,Roger de Llúria-Pl Urquinaona,BARCELONA,41.3902286 / 2.1728708,Marquesina,39 45 B21 
231,Ronda Guineueta Vella-Antonio Machado,BARCELONA,41.4415780 / 2.1620892,Pal,27 31 47 71 N6 82 
232,Pl Karl Marx-Pg de la Vall d'Hebron,BARCELONA,41.4406997 / 2.1617344,Marquesina,27 60 73 76 185 B16 B19 N4 
233,Sant Antoni Maria Claret-Sant Quintí,BARCELONA,41.4132983 / 2.1770154,Marquesina,15 19 20 45 47 50 51 117 B22 N1 N4 
234,Mallorca-Dos de Maig,BARCELONA,41.4073530 / 2.1804501,Marquesina,33 34 43 44 50 51 B20 B24 N9 
235,Consell de Cent-Cartagena,BARCELONA,41.4046701 / 2.1838760,Pal,62 N3 
236,Aragó-Enamorats,BARCELONA,41.4059116 / 2.1830212,Pal,62 N3 
237,Av Diagonal-Pl Reina Maria Cristina,BARCELONA,41.3884859 / 2.1274197,Marquesina (x2),07 33 63 67 75 78 L14 N12 L79 
238,Sinaí,BARCELONA,41.4249010 / 2.1383476,Pal,112 
239,Pg de Manuel Girona-Gran Via Carles III,BARCELONA,41.3921686 / 2.1281568,Pal,06 16 34 66 70 72 74 N7 
241,Arquitectura-Àngel Marquès,BARCELONA,41.4292715 / 2.1415465,Pal,10 
242,Indústria-Av Gaudí,BARCELONA,41.4091620 / 2.1739581,Marquesina,15 19 20 45 47 92 N1 N4 
243,Sant Antoni Maria Claret-Castillejos,BARCELONA,41.4106616 / 2.1735130,Marquesina (x2),15 19 20 45 47 92 N1 N4 
244,València-Padilla,BARCELONA,41.4046871 / 2.1793942,Marquesina,33 34 43 44 50 51 B20 B24 N9 
245,Pl de la Font Castellana,BARCELONA,41.4148026 / 2.1663279,Marquesina,31 32 39 55 74 N6 
246,Camèlies-Abd el-Kader,BARCELONA,41.4138758 / 2.1643476,Pal,55 114 
247,Gran Via-Castillejos,BARCELONA,41.4019623 / 2.1846169,Pal,07 56 B21 N2 
248,Cardenal Reig-Pintor Ribalta,BARCELONA,41.3779418 / 2.1158244,Pal,54 
249,Pg Maragall-Av Borbó,BARCELONA,41.4257384 / 2.1754754,Marquesina,19 45 N4 
250,Av Diagonal-Manuel Ballbé,BARCELONA,41.3840853 / 2.1100509,Marquesina,67 L97 
251,Av Diagonal-Parc de Cervantes,BARCELONA,41.3836721 / 2.1084201,Pal,67 L79 
252,Pg de Colom-Rambla de Mar,BARCELONA,41.3766758 / 2.1785358,Marquesina,14 36 57 59 64 120 157 N0 N6 
253,Pg de Colom-Moll de la Fusta,BARCELONA,41.3789034 / 2.1803262,Marquesina,14 36 57 59 64 120 157 N0 N6 
254,Pg de Colom-Moll d'Espanya,BARCELONA,41.3804913 / 2.1816069,Marquesina,14 36 57 59 64 120 157 N0 N6 
255,Pg de Colom-Correus,BARCELONA,41.3804736 / 2.1814835,Marquesina,14 36 57 59 64 157 N0 N6 
256,Pg de Colom-Capitania General,BARCELONA,41.3791400 / 2.1804122,Marquesina,14 36 57 59 64 157 N0 N6 
257,Pg de Colom-La Rambla,BARCELONA,41.3767416 / 2.1784758,Marquesina,14 36 57 59 64 157 N6 
258,Pg de Santa Coloma-Pg de Torras i Bages,BARCELONA,41.4447274 / 2.1891935,Pal,11 40 60 
259,Ctra Nacional 152-Av l'Alzinar,BARCELONA,41.4609321 / 2.183172000000013,Marquesina,62 76 96 104 N3 
261,Pg de Sant Gervasi-Balmes,BARCELONA,41.4103945 / 2.1376931,Pal,17 22 131 N5 
262,Av República Argentina-Baixada Gomis,BARCELONA,41.4116417 / 2.1425545,Marquesina,22 N4 N5 
263,Av de Madrid-Portbou,BARCELONA,41.3773315 / 2.1256441,Pal,15 54 75 N3 
264,Av Ferrer i Guàrdia-Mèxic,BARCELONA,41.3712103 / 2.1499093,Pal,13 50 61 193 
265,Av Ferrer i Guàrdia-Dàlia,BARCELONA,41.3694554 / 2.1463172,Pal,13 50 61 193 
266,Gran Vista-Doctor Bové,BARCELONA,41.4191891 / 2.1582312,Marquesina,28 119 86 N4 N5 
267,Doctor Bové-Penyal,BARCELONA,41.4211041 / 2.1627377,Pal,24 
268,Doctor Bové-Gran Vista,BARCELONA,41.4193940 / 2.1584158,Pal,24 
269,Doctor Bové-Ptge de la Cadernera,BARCELONA,41.4206932 / 2.1604522,Pal,24 
270,Doctor Bové-Baixada Passarell,BARCELONA,41.4206808 / 2.1602110,Pal,24 
271,Doctor Bové-Conca de Tremp,BARCELONA,41.4190622 / 2.157866600000034,Pal,24 
272,Doctor Bové-Pg de la Font de la Mulassa,BARCELONA,41.4209526 / 2.1631257,Pal,24 
273,Pg Marítim-Don Carles,BARCELONA,41.3836221 / 2.1950539,Marquesina,36 45 57 59 157 N8 
274,Pg Marítim-Trelawny,BARCELONA,41.3845874 / 2.1954927,Marquesina,36 45 57 59 157 N8 
277,Pg de Manuel Girona-Capità Arenas,BARCELONA,41.3913937 / 2.1250388,Pal,06 16 74 
278,Poble Sec,BARCELONA,41.3735699 / 2.1635404,Pal,55 
279,França Xica-Concòrdia,BARCELONA,41.3722054 / 2.1595307,Pal,55 121 
280,França Xica-Grases,BARCELONA,41.3721232 / 2.1563762,Pal,55 121 
281,Pg de Gràcia-Av Diagonal,BARCELONA,41.3959974 / 2.1603823,Marquesina,22 24 28 N4 
282,Casanova-Av Diagonal,BARCELONA,41.3927825 / 2.1491968,Pal,14 68 N7 
283,Pg de Sant Joan-Av Diagonal,BARCELONA,41.3996348 / 2.1689555,Pal,15 55 N4 
284,Lepant-Av Diagonal,BARCELONA,41.4024622 / 2.1792941999999584,Marquesina,10 62 N0 N3 N7 
285,Muntaner-Travessera de Gràcia,BARCELONA,41.3945129 / 2.1488806,Marquesina,58 64 N8 
286,Via Augusta-Av Diagonal,BARCELONA,41.3964510 / 2.1550748,Pal,22 24 28 N4 
287,Calvet-Av Diagonal,BARCELONA,41.3938814 / 2.1444932,Pal,14 68 N7 
288,Pl de les Glòries Catalanes-Encants Vells,BARCELONA,41.4040052 / 2.1860729,Marquesina,07 56 92 B21 
289,Balmes-Travessera de Gràcia,BARCELONA,41.3971380 / 2.1523262,Pal,16 17 27 31 32 N5 
291,Gran Via Carles III-Europa,BARCELONA,41.3860921 / 2.1274527,Pal,59 70 72 75 
293,Av Joan XXIII-Pl Pius XII,BARCELONA,41.3863774 / 2.1226417,Marquesina,113 L12 
294,González Tablas-Manuel Ballbé,BARCELONA,41.3865311 / 2.1073016,Marquesina,60 75 113 EP1 JM N12 
295,González Tablas-Av de l'Exèrcit,BARCELONA,41.3854970 / 2.1095207,Marquesina,54 75 113 N12 
296,Av Doctor Marañón-Baldiri i Reixac,BARCELONA,41.3820969 / 2.1139995,Pal,54 
297,Av de Pedralbes-Pg de Manuel Girona,BARCELONA,41.3891812 / 2.1200920,Pal,63 78 
298,Doctor Ferran-Av Diagonal,BARCELONA,41.3887461 / 2.1248752,Marquesina,74 
299,Fctat de Ciències Jurídiques Econòmiques i Socials,BARCELONA,41.3866544 / 2.1163750,Pal,33 
300,Pujades-Ciutat de Granada,BARCELONA,41.3988221 / 2.1968001,Pal,71 192 
301,Pl dels Campions,BARCELONA,41.3904001 / 2.2001584,Marquesina,36 N6 N8 
302,Pg. Marítim de la Nova Icària - Pl. Nova Icària,BARCELONA,41.3916725 / 2.2031316,,N6 N8 
303,Pg de Calvell-Ferrocarril,BARCELONA,41.3982356 / 2.2070350,Pal,41 
304,Pg. Taulat - Ciutat de Granada,BARCELONA,41.3952712 / 2.2008839,Pal,N6 N8 
306,Pg de Verdum-Doctor Pi i Molist,BARCELONA,41.4358356 / 2.1723479,Marquesina (x2),11 31 32 47 50 51 N1 N6 82 
307,Indústria-Hospital Dos de Maig,BARCELONA,41.4107706 / 2.1761475,Marquesina,15 19 20 45 47 92 N1 N4 
308,València-Dos de Maig,BARCELONA,41.4065187 / 2.1818286,Marquesina,33 34 43 44 50 51 B20 B24 N9 
309,Av Diagonal-Complex Esportiu Universitari,BARCELONA,41.3833098 / 2.1079083,Marquesina,67 L97 L79 
310,Av Diagonal-Av Doctor Marañón,BARCELONA,41.3842507 / 2.1116361,Pal,07 67 74 75 L97 N12 L79 
312,Comte d'Urgell-Gran Via,BARCELONA,41.3827099 / 2.1580313,Pal,20 37 
313,Pg de Gràcia-Gran Via,BARCELONA,41.3901024 / 2.1676902,Marquesina,07 16 17 22 24 28 N4 N5 N6 N7 
314,Calàbria-Gran Via,BARCELONA,41.3800227 / 2.1547729,Pal,41 
315,Pg de Sant Joan-Consell de Cent,BARCELONA,41.3961582 / 2.1737279,Marquesina,06 19 50 51 55 N1 N4 
316,Aribau-Gran Via,BARCELONA,41.3860837 / 2.1625671,Marquesina,54 58 63 64 66 67 68 N3 N7 N8 
317,Pl Tetuan-Pg de Sant Joan,BARCELONA,41.3954916 / 2.1752983,Marquesina,06 19 50 51 55 N1 N4 
318,Padilla-Gran Via,BARCELONA,41.4013797 / 2.1829547,Marquesina,62 N3 N7 
319,Entença-Gran Via,BARCELONA,41.3784164 / 2.1523843,Marquesina,27 N0 
320,Tarragona-Parc de Joan Miró,BARCELONA,41.3767455 / 2.1474534,Marquesina,27 30 109 N0 
321,Roger de Llúria-Gran Via,BARCELONA,41.3920246 / 2.1704167,Marquesina (x2),39 45 47 B20 B24 
322,Marina-Plaça de Toros Monumental,BARCELONA,41.4005894 / 2.1795169,Pal,10 N9 
327,Pare Manyanet-Virgili,BARCELONA,41.4281702 / 2.1937593,Marquesina,11 26 34 35 36 40 126 B20 B22 N9 
328,Av. Meridiana - Pegaso,BARCELONA,41.4254427 / 2.1865235,Marquesina,62 96 B22 N3 
330,Pg de Santa Eulàlia-Can Caralleu,BARCELONA,41.4039564 / 2.1146190,Pal,66 130 
332,Entença - Deu i Mata,BARCELONA,41.3895151 / 2.1387075,Pal,30 66 N0 
335,Caserna del Bruc-UPC,BARCELONA,41.3870230 / 2.1116227,Marquesina,54 60 75 113 EP1 JM 
336,Balmes-Sant Eusebi,BARCELONA,41.4008759 / 2.1479603,Pal,16 17 27 31 32 92 N5 
337,València-Muntanya,BARCELONA,41.4112535 / 2.1881840,Marquesina,33 43 44 B24 
338,València-Av Meridiana,BARCELONA,41.4109359 / 2.1876764,Pal,34 35 B20 N9 
339,Espronceda-El Clot,BARCELONA,41.4159078 / 2.1905889,Pal,71 
341,Aragó-Metro Clot,BARCELONA,41.4092212 / 2.1879117,,192 
342,Carmen Amaya-Cementíri de l'Est,BARCELONA,41.3943171 / 2.2024212,Pal,41 
343,Pl de Sant Jordi,BARCELONA,41.3663701 / 2.1447863,Pal,50 61 193 
344,Piscines Bernat Picornell,BARCELONA,41.3665143 / 2.1513924,Pal,50 61 125 
345,Estadi Olímpic de Montjuïc-MNAC,BARCELONA,41.3660439 / 2.1545780,Pal,50 61 125 
346,Anella Olímpica-MNAC,BARCELONA,41.3662064 / 2.1553511,Pal,50 61 
347,Av de l'Estadi-Pl Europa,BARCELONA,41.3665816 / 2.1517520,Pal,50 61 
348,Av de l'Estadi-INEFC,BARCELONA,41.3655192 / 2.1474070,Pal,50 61 125 
349,Av de l'Estadi-Jocs del 92,BARCELONA,41.3655720 / 2.1468411,Pal,50 61 
350,Av de Vallcarca-Baixada de la Glòria,BARCELONA,41.4104263 / 2.1470437,Pal,27 87 
359,Carreras-Ctra d'Esplugues,BARCELONA,41.3881944 / 2.1077268,Pal,60 
360,Sant Adrià-Formiga,BARCELONA,41.4358344 / 2.2016605,Marquesina,11 73 B22 B23 
362,Av Meridiana-Escòcia,BARCELONA,41.4291573 / 2.1836373,Marquesina,62 96 B22 N3 
363,Felip II-Pl del Congrés Eucarístic,BARCELONA,41.4259284 / 2.1798805,Pal,71 
364,Felip II-Arnau d'Oms,BARCELONA,41.4272889 / 2.1780974,Pal,71 
365,Lletres-Dante Alighieri,BARCELONA,41.4279776 / 2.1579480,Marquesina,10 39 87 N4 
366,Av Estatut de Catalunya-Marcel·lí,BARCELONA,41.4305087 / 2.1552300,Pal,10 N4 
367,Av Estatut de Catalunya-Av Card Vidal i Barraquer,BARCELONA,41.4330236 / 2.1525184,Pal,10 
368,Travessera de Dalt-Torrent de les Flors,BARCELONA,41.4104214 / 2.1565481,Pal,24 31 32 74 N0 
369,Pi i Margall-Escorial,BARCELONA,41.4066954 / 2.1631985,Pal,55 N6 
370,Pg Maragall-Greco,BARCELONA,41.4268098 / 2.1717243,Marquesina,19 45 N4 
371,Pg Maragall-Sabastida,BARCELONA,41.4275207 / 2.1684967,Marquesina,19 45 N4 
373,Av Diagonal-Entença,BARCELONA,41.3903812 / 2.1364389,Marquesina (x2),06 07 33 34 63 67 N12 
374,Ctra d'Horta-Pg de Valldaura,BARCELONA,41.4373155 / 2.1535923,Pal,45 102 
375,Josep Tarradellas-Gelabert,BARCELONA,41.3882979 / 2.1428659,Pal,27 32 
376,Travessera de Les Corts-Pl Dr Ignasi Barraquer,BARCELONA,41.3901562 / 2.1406688,Pal,15 59 
377,Av Paral·lel-Rocafort,BARCELONA,41.3751254 / 2.1578901,Marquesina,37 57 61 157 N0 
378,Mallorca-Av de Roma,BARCELONA,41.3827520 / 2.1478941,Marquesina,43 44 
379,Floridablanca-Av Paral·lel,BARCELONA,41.3756093 / 2.1547407,Pal,13 91 141 
380,València-Entença,BARCELONA,41.3810902 / 2.1479819,Pal,43 44 
381,Clot-Biscaia,BARCELONA,41.4140293 / 2.1906639,Marquesina,34 35 B20 N9 
382,Pujades-Espronceda,BARCELONA,41.4052739 / 2.2052730,Pal,36 141 N6 
383,Gran Via-Espronceda,BARCELONA,41.4117190 / 2.1976765,Marquesina,56 60 B21 N2 
385,Gran Via-Bilbao,BARCELONA,41.4090872 / 2.1947946,Marquesina,56 60 B21 N2 
387,Clot-Pont de Bac de Roda,BARCELONA,41.4163032 / 2.1912479,Marquesina,33 34 35 43 44 B20 N9 
388,Carrer de Saldes,BARCELONA,41.42898 / 2.13451,Pal,112 
389,Pl Espanya-FGC,BARCELONA,41.3743325 / 2.1485624,Marquesina,09 37 46 65 79 91 109 165 A1 L70 L72 L94 L95 N1 N13 N15 N16 N17  
390,Tarragona-Pl. Espanya,BARCELONA,41.3757545 / 2.1487637,Marquesina,27 
391,Creu Coberta-Mercat d'Hostafrancs,BARCELONA,41.3751947 / 2.1449287,Marquesina,56 57 157 N14 N2 
392,Creu Coberta-Gran Via,BARCELONA,41.3750948 / 2.1474825,Marquesina,56 57 157 N14 N2 
393,Av Reina Maria Cristina-Pl Espanya,BARCELONA,41.3738985 / 2.1501163,Pal,13 23 50 61 
394,Tarragona - Diputació,BARCELONA,41.3760268 / 2.1483918,Marquesina,30 
395,Marquès de Sentmenat-Equador,BARCELONA,41.3854629 / 2.1415951,Marquesina,54 N3 
396,Berlín-Numància,BARCELONA,41.3835485 / 2.1397803,Marquesina,54 66 N3 
397,Josep Tarradellas-Berlín,BARCELONA,41.3849055 / 2.1423724,Pal,27 32 
398,Rambla de Guipúscoa-Julián Besteiro,BARCELONA,41.4165232 / 2.1976030,Marquesina,33 43 44 B24 N8 
399,Llull-Provençals,BARCELONA,41.4070663 / 2.2102404,Pal,26 36 141 N6 
400,Centre Mèdic Delfos,BARCELONA,41.4134640 / 2.1429367,Pal,27 123 
402,Dante Alighieri-Santa Joana d'Arc,BARCELONA,41.4279668 / 2.1589995,Pal,19 86 87 
406,Pg de Valldaura-Rambla Caçador,BARCELONA,41.4386718 / 2.1735123,Marquesina,31 47 73 76 B16 B19 N6 82 
409,Sagrera-Parc de la Pegaso,BARCELONA,41.4263589 / 2.1909487,Marquesina,26 34 35 36 40 126 B20 N9 
410,Pl Eivissa-Horta,BARCELONA,41.4305580 / 2.1610985,Pal,45 102 185 N4 
411,Tajo-Metro Horta,BARCELONA,41.4295820 / 2.1608981,Pal,102 
412,Gran Via Carles III-Urbanització Los Cármenes,BARCELONA,41.3879170 / 2.1699187,Pal,43 70 72 
413,Av Litoral-Ramon Trias Fargas,BARCELONA,41.3862671 / 2.1948275,Marquesina,36 N0 N6 N8 
414,Pl. Voluntaris Olímpics,BARCELONA,41.3875574 / 2.1952593,Marquesina,N0 N6 N8 
420,Can Clos,BARCELONA,41.3607541 / 2.1473282,Pal,13 
421,Gran Via-Moianès,BARCELONA,41.3702738 / 2.1426511,Marquesina (x2),09 37 46 65 79 109 165 L70 L72 L80 L81 L86 L87 L94 L95 N1 N15 N16  
422,Via Sant Antoni Abat,BARCELONA,41.3566026 / 2.1509791,Pal,107 
423,Gran Vista-Pl de la Mitja Lluna,BARCELONA,41.4202535 / 2.1640411,Pal,28 119 86 
424,Garriga i Roca-Camil Oliveras,BARCELONA,41.4212779 / 2.1697476,Pal,39 117 
425,Montserrat de Casanovas-Parc del Guinardó,BARCELONA,41.4231094 / 2.1696197,Pal,39 117 
426,Montserrat de Casanovas-Ptge Pedrell,BARCELONA,41.4240415 / 2.1680143,Pal,39 117 
427,Pedrell-Canonge Almera,BARCELONA,41.4239258 / 2.1620626,Pal,39 
428,Pg de Valldaura-Pg de Fabra i Puig,BARCELONA,41.4392428 / 2.1657939,Marquesina,31 47 71 73 76 122 B16 B19 N6 82 
430,Pg de Fabra i Puig-Canigó,BARCELONA,41.4336172 / 2.1632257,Pal,71 
431,Av Meridiana-Dublín,BARCELONA,41.4274559 / 2.1851635,Pal,62 96 B22 N3 
432,Av Meridiana-Parc de Can Dragó,BARCELONA,41.4356711 / 2.1838305,Marquesina,62 96 97 104 N3 
433,Pg de Fabra i Puig-Pl Sant Francesc Xavier,BARCELONA,41.4341375 / 2.1635872,Pal,71 
435,Arenys-Rossell,BARCELONA,41.4228010 / 2.1455106,Pal,19 
436,Arenys-Fastenrath,BARCELONA,41.4220893 / 2.1430396,Pal,19 
437,Pl del Nen de la Rutlla,BARCELONA,41.4186384 / 2.1719910,Marquesina,31 32 39 55 74 N6 
